KKSBusher	KKSNVnpp	name	Unit
YC00X02X03B1_P	10JKS22FX002XQ03	SVRD02_level3	MW/m
YC00X02X04B1_P	10JKS22FX002XQ04	SVRD02_level4	MW/m
YC00X02X05B1_P	10JKS22FX002XQ05	SVRD02_level5	MW/m
YC00X02X06B1_P	10JKS22FX002XQ06	SVRD02_level6	MW/m
YC00X02X07B1_P	10JKS22FX002XQ07	SVRD02_level7	MW/m
YC00X03X01B1_P	10JKS22FX003XQ01	SVRD03_level1	MW/m
YC00X03X02B1_P	10JKS22FX003XQ02	SVRD03_level2	MW/m
YC00X03X03B1_P	10JKS22FX003XQ03	SVRD03_level3	MW/m
YC00X03X04B1_P	10JKS22FX003XQ04	SVRD03_level4	MW/m
YC00X03X05B1_P	10JKS22FX003XQ05	SVRD03_level5	MW/m
YC00X03X06B1_P	10JKS22FX003XQ06	SVRD03_level6	MW/m
YC00X03X07B1_P	10JKS22FX003XQ07	SVRD03_level7	MW/m
YC00X04X01B1_P	10JKS22FX004XQ01	SVRD04_level1	MW/m
YC00X04X02B1_P	10JKS22FX004XQ02	SVRD04_level2	MW/m
YC00X04X03B1_P	10JKS22FX004XQ03	SVRD04_level3	MW/m
YC00X04X04B1_P	10JKS22FX004XQ04	SVRD04_level4	MW/m
YC00X04X05B1_P	10JKS22FX004XQ05	SVRD04_level5	MW/m
YC00X04X06B1_P	10JKS22FX004XQ06	SVRD04_level6	MW/m
YC00X04X07B1_P	10JKS22FX004XQ07	SVRD04_level7	MW/m
YC00X05X01B1_P	10JKS22FX005XQ01	SVRD05_level1	MW/m
YC00X05X02B1_P	10JKS22FX005XQ02	SVRD05_level2	MW/m
YC00X05X03B1_P	10JKS22FX005XQ03	SVRD05_level3	MW/m
YC00X05X04B1_P	10JKS22FX005XQ04	SVRD05_level4	MW/m
YC00X05X05B1_P	10JKS22FX005XQ05	SVRD05_level5	MW/m
YC00X05X06B1_P	10JKS22FX005XQ06	SVRD05_level6	MW/m
YC00X05X07B1_P	10JKS22FX005XQ07	SVRD05_level7	MW/m
YC00X06X01B1_P	10JKS22FX006XQ01	SVRD06_level1	MW/m
YC00X06X02B1_P	10JKS22FX006XQ02	SVRD06_level2	MW/m
YC00X06X03B1_P	10JKS22FX006XQ03	SVRD06_level3	MW/m
YC00X06X04B1_P	10JKS22FX006XQ04	SVRD06_level4	MW/m
YC00X06X05B1_P	10JKS22FX006XQ05	SVRD06_level5	MW/m
YC00X06X06B1_P	10JKS22FX006XQ06	SVRD06_level6	MW/m
YC00X06X07B1_P	10JKS22FX006XQ07	SVRD06_level7	MW/m
YC00X07X01B1_P	10JKS22FX007XQ01	SVRD07_level1	MW/m
YC00X07X02B1_P	10JKS22FX007XQ02	SVRD07_level2	MW/m
YC00X07X03B1_P	10JKS22FX007XQ03	SVRD07_level3	MW/m
YC00X07X04B1_P	10JKS22FX007XQ04	SVRD07_level4	MW/m
YC00X07X05B1_P	10JKS22FX007XQ05	SVRD07_level5	MW/m
YC00X07X06B1_P	10JKS22FX007XQ06	SVRD07_level6	MW/m
YC00X07X07B1_P	10JKS22FX007XQ07	SVRD07_level7	MW/m
YC00X08X01B1_P	10JKS22FX008XQ01	SVRD08_level1	MW/m
YC00X08X02B1_P	10JKS22FX008XQ02	SVRD08_level2	MW/m
YC00X08X03B1_P	10JKS22FX008XQ03	SVRD08_level3	MW/m
YC00X08X04B1_P	10JKS22FX008XQ04	SVRD08_level4	MW/m
YC00X08X05B1_P	10JKS22FX008XQ05	SVRD08_level5	MW/m
YC00X08X06B1_P	10JKS22FX008XQ06	SVRD08_level6	MW/m
YC00X08X07B1_P	10JKS22FX008XQ07	SVRD08_level7	MW/m
YC00X09X01B1_P	10JKS22FX009XQ01	SVRD09_level1	MW/m
YC00X09X02B1_P	10JKS22FX009XQ02	SVRD09_level2	MW/m
YC00X09X03B1_P	10JKS22FX009XQ03	SVRD09_level3	MW/m
YC00X09X04B1_P	10JKS22FX009XQ04	SVRD09_level4	MW/m
YC00X09X05B1_P	10JKS22FX009XQ05	SVRD09_level5	MW/m
YC00X09X06B1_P	10JKS22FX009XQ06	SVRD09_level6	MW/m
YC00X09X07B1_P	10JKS22FX009XQ07	SVRD09_level7	MW/m
YC00X10X01B1_P	10JKS22FX010XQ01	SVRD10_level1	MW/m
YC00X10X02B1_P	10JKS22FX010XQ02	SVRD10_level2	MW/m
YC00X10X03B1_P	10JKS22FX010XQ03	SVRD10_level3	MW/m
YC00X10X04B1_P	10JKS22FX010XQ04	SVRD10_level4	MW/m
YC00X10X05B1_P	10JKS22FX010XQ05	SVRD10_level5	MW/m
YC00X10X06B1_P	10JKS22FX010XQ06	SVRD10_level6	MW/m
YC00X10X07B1_P	10JKS22FX010XQ07	SVRD10_level7	MW/m
YC00X11X01B1_P	10JKS22FX011XQ01	SVRD11_level1	MW/m
YC00X11X02B1_P	10JKS22FX011XQ02	SVRD11_level2	MW/m
YC00X11X03B1_P	10JKS22FX011XQ03	SVRD11_level3	MW/m
YC00X11X04B1_P	10JKS22FX011XQ04	SVRD11_level4	MW/m
YC00X11X05B1_P	10JKS22FX011XQ05	SVRD11_level5	MW/m
YC00X11X06B1_P	10JKS22FX011XQ06	SVRD11_level6	MW/m
YC00X11X07B1_P	10JKS22FX011XQ07	SVRD11_level7	MW/m
YC00X12X01B1_P	10JKS22FX012XQ01	SVRD12_level1	MW/m
YC00X12X02B1_P	10JKS22FX012XQ02	SVRD12_level2	MW/m
YC00X12X03B1_P	10JKS22FX012XQ03	SVRD12_level3	MW/m
YC00X12X04B1_P	10JKS22FX012XQ04	SVRD12_level4	MW/m
YC00X12X05B1_P	10JKS22FX012XQ05	SVRD12_level5	MW/m
YC00X12X06B1_P	10JKS22FX012XQ06	SVRD12_level6	MW/m
YC00X12X07B1_P	10JKS22FX012XQ07	SVRD12_level7	MW/m
YC00X13X01B1_P	10JKS22FX013XQ01	SVRD13_level1	MW/m
YC00X13X02B1_P	10JKS22FX013XQ02	SVRD13_level2	MW/m
YC00X13X03B1_P	10JKS22FX013XQ03	SVRD13_level3	MW/m
YC00X13X04B1_P	10JKS22FX013XQ04	SVRD13_level4	MW/m
YC00X13X05B1_P	10JKS22FX013XQ05	SVRD13_level5	MW/m
YC00X13X06B1_P	10JKS22FX013XQ06	SVRD13_level6	MW/m
YC00X13X07B1_P	10JKS22FX013XQ07	SVRD13_level7	MW/m
YC00X14X01B1_P	10JKS22FX014XQ01	SVRD14_level1	MW/m
YC00X14X02B1_P	10JKS22FX014XQ02	SVRD14_level2	MW/m
YC00X14X03B1_P	10JKS22FX014XQ03	SVRD14_level3	MW/m
YC00X14X04B1_P	10JKS22FX014XQ04	SVRD14_level4	MW/m
YC00X14X05B1_P	10JKS22FX014XQ05	SVRD14_level5	MW/m
YC00X14X06B1_P	10JKS22FX014XQ06	SVRD14_level6	MW/m
YC00X14X07B1_P	10JKS22FX014XQ07	SVRD14_level7	MW/m
YC00X15X01B1_P	10JKS22FX015XQ01	SVRD15_level1	MW/m
YC00X15X02B1_P	10JKS22FX015XQ02	SVRD15_level2	MW/m
YC00X15X03B1_P	10JKS22FX015XQ03	SVRD15_level3	MW/m
YC00X15X04B1_P	10JKS22FX015XQ04	SVRD15_level4	MW/m
YC00X15X05B1_P	10JKS22FX015XQ05	SVRD15_level5	MW/m
YC00X15X06B1_P	10JKS22FX015XQ06	SVRD15_level6	MW/m
YC00X15X07B1_P	10JKS22FX015XQ07	SVRD15_level7	MW/m
YC00X16X01B1_P	10JKS22FX016XQ01	SVRD16_level1	MW/m
YC00X16X02B1_P	10JKS22FX016XQ02	SVRD16_level2	MW/m
YC00X16X03B1_P	10JKS22FX016XQ03	SVRD16_level3	MW/m
YC00X16X04B1_P	10JKS22FX016XQ04	SVRD16_level4	MW/m
YC00X16X05B1_P	10JKS22FX016XQ05	SVRD16_level5	MW/m
YC00X16X06B1_P	10JKS22FX016XQ06	SVRD16_level6	MW/m
YC00X16X07B1_P	10JKS22FX016XQ07	SVRD16_level7	MW/m
YC00X17X01B1_P	10JKS22FX017XQ01	SVRD17_level1	MW/m
YC00X17X02B1_P	10JKS22FX017XQ02	SVRD17_level2	MW/m
YC00X17X03B1_P	10JKS22FX017XQ03	SVRD17_level3	MW/m
YC00X17X04B1_P	10JKS22FX017XQ04	SVRD17_level4	MW/m
YC00X17X05B1_P	10JKS22FX017XQ05	SVRD17_level5	MW/m
YC00X17X06B1_P	10JKS22FX017XQ06	SVRD17_level6	MW/m
YC00X17X07B1_P	10JKS22FX017XQ07	SVRD17_level7	MW/m
YC00X18X01B1_P	10JKS22FX018XQ01	SVRD18_level1	MW/m
YC00X18X02B1_P	10JKS22FX018XQ02	SVRD18_level2	MW/m
YC00X18X03B1_P	10JKS22FX018XQ03	SVRD18_level3	MW/m
YC00X18X04B1_P	10JKS22FX018XQ04	SVRD18_level4	MW/m
YC00X18X05B1_P	10JKS22FX018XQ05	SVRD18_level5	MW/m
YC00X18X06B1_P	10JKS22FX018XQ06	SVRD18_level6	MW/m
YC00X18X07B1_P	10JKS22FX018XQ07	SVRD18_level7	MW/m
YC00X19X01B1_P	10JKS22FX019XQ01	SVRD19_level1	MW/m
YC00X19X02B1_P	10JKS22FX019XQ02	SVRD19_level2	MW/m
YC00X19X03B1_P	10JKS22FX019XQ03	SVRD19_level3	MW/m
YC00X19X04B1_P	10JKS22FX019XQ04	SVRD19_level4	MW/m
YC00X19X05B1_P	10JKS22FX019XQ05	SVRD19_level5	MW/m
YC00X19X06B1_P	10JKS22FX019XQ06	SVRD19_level6	MW/m
YC00X19X07B1_P	10JKS22FX019XQ07	SVRD19_level7	MW/m
YC00X20X01B1_P	10JKS22FX020XQ01	SVRD20_level1	MW/m
YC00X20X02B1_P	10JKS22FX020XQ02	SVRD20_level2	MW/m
YC00X20X03B1_P	10JKS22FX020XQ03	SVRD20_level3	MW/m
YC00X20X04B1_P	10JKS22FX020XQ04	SVRD20_level4	MW/m
YC00X20X05B1_P	10JKS22FX020XQ05	SVRD20_level5	MW/m
YC00X20X06B1_P	10JKS22FX020XQ06	SVRD20_level6	MW/m
YC00X20X07B1_P	10JKS22FX020XQ07	SVRD20_level7	MW/m
YC00X21X01B1_P	10JKS22FX021XQ01	SVRD21_level1	MW/m
YC00X21X02B1_P	10JKS22FX021XQ02	SVRD21_level2	MW/m
YC00X21X03B1_P	10JKS22FX021XQ03	SVRD21_level3	MW/m
YC00X21X04B1_P	10JKS22FX021XQ04	SVRD21_level4	MW/m
YC00X21X05B1_P	10JKS22FX021XQ05	SVRD21_level5	MW/m
YC00X21X06B1_P	10JKS22FX021XQ06	SVRD21_level6	MW/m
YC00X21X07B1_P	10JKS22FX021XQ07	SVRD21_level7	MW/m
YC00X22X01B1_P	10JKS22FX022XQ01	SVRD22_level1	MW/m
YC00X22X02B1_P	10JKS22FX022XQ02	SVRD22_level2	MW/m
YC00X22X03B1_P	10JKS22FX022XQ03	SVRD22_level3	MW/m
YC00X22X04B1_P	10JKS22FX022XQ04	SVRD22_level4	MW/m
YC00X22X05B1_P	10JKS22FX022XQ05	SVRD22_level5	MW/m
YC00X22X06B1_P	10JKS22FX022XQ06	SVRD22_level6	MW/m
YC00X22X07B1_P	10JKS22FX022XQ07	SVRD22_level7	MW/m
YC00X23X01B1_P	10JKS22FX023XQ01	SVRD23_level1	MW/m
YC00X23X02B1_P	10JKS22FX023XQ02	SVRD23_level2	MW/m
YC00X23X03B1_P	10JKS22FX023XQ03	SVRD23_level3	MW/m
YC00X23X04B1_P	10JKS22FX023XQ04	SVRD23_level4	MW/m
YC00X23X05B1_P	10JKS22FX023XQ05	SVRD23_level5	MW/m
YC00X23X06B1_P	10JKS22FX023XQ06	SVRD23_level6	MW/m
YC00X23X07B1_P	10JKS22FX023XQ07	SVRD23_level7	MW/m
YC00X24X01B1_P	10JKS22FX024XQ01	SVRD24_level1	MW/m
YC00X24X02B1_P	10JKS22FX024XQ02	SVRD24_level2	MW/m
YC00X24X03B1_P	10JKS22FX024XQ03	SVRD24_level3	MW/m
YC00X24X04B1_P	10JKS22FX024XQ04	SVRD24_level4	MW/m
YC00X24X05B1_P	10JKS22FX024XQ05	SVRD24_level5	MW/m
YC00X24X06B1_P	10JKS22FX024XQ06	SVRD24_level6	MW/m
YC00X24X07B1_P	10JKS22FX024XQ07	SVRD24_level7	MW/m
YC00X25X01B1_P	10JKS22FX025XQ01	SVRD25_level1	MW/m
YC00X25X02B1_P	10JKS22FX025XQ02	SVRD25_level2	MW/m
YC00X25X03B1_P	10JKS22FX025XQ03	SVRD25_level3	MW/m
YC00X25X04B1_P	10JKS22FX025XQ04	SVRD25_level4	MW/m
YC00X25X05B1_P	10JKS22FX025XQ05	SVRD25_level5	MW/m
YC00X25X06B1_P	10JKS22FX025XQ06	SVRD25_level6	MW/m
YC00X25X07B1_P	10JKS22FX025XQ07	SVRD25_level7	MW/m
YC00X26X01B1_P	10JKS22FX026XQ01	SVRD26_level1	MW/m
YC00X26X02B1_P	10JKS22FX026XQ02	SVRD26_level2	MW/m
YC00X26X03B1_P	10JKS22FX026XQ03	SVRD26_level3	MW/m
YC00X26X04B1_P	10JKS22FX026XQ04	SVRD26_level4	MW/m
YC00X26X05B1_P	10JKS22FX026XQ05	SVRD26_level5	MW/m
YC00X26X06B1_P	10JKS22FX026XQ06	SVRD26_level6	MW/m
YC00X26X07B1_P	10JKS22FX026XQ07	SVRD26_level7	MW/m
YC00X27X01B1_P	10JKS22FX027XQ01	SVRD27_level1	MW/m
YC00X27X02B1_P	10JKS22FX027XQ02	SVRD27_level2	MW/m
YC00X27X03B1_P	10JKS22FX027XQ03	SVRD27_level3	MW/m
YC00X27X04B1_P	10JKS22FX027XQ04	SVRD27_level4	MW/m
YC00X27X05B1_P	10JKS22FX027XQ05	SVRD27_level5	MW/m
YC00X27X06B1_P	10JKS22FX027XQ06	SVRD27_level6	MW/m
YC00X27X07B1_P	10JKS22FX027XQ07	SVRD27_level7	MW/m
YC00X28X01B1_P	10JKS22FX028XQ01	SVRD28_level1	MW/m
YC00X28X02B1_P	10JKS22FX028XQ02	SVRD28_level2	MW/m
YC00X28X03B1_P	10JKS22FX028XQ03	SVRD28_level3	MW/m
YC00X28X04B1_P	10JKS22FX028XQ04	SVRD28_level4	MW/m
YC00X28X05B1_P	10JKS22FX028XQ05	SVRD28_level5	MW/m
YC00X28X06B1_P	10JKS22FX028XQ06	SVRD28_level6	MW/m
YC00X28X07B1_P	10JKS22FX028XQ07	SVRD28_level7	MW/m
YC00X29X01B1_P	10JKS22FX029XQ01	SVRD29_level1	MW/m
YC00X29X02B1_P	10JKS22FX029XQ02	SVRD29_level2	MW/m
YC00X29X03B1_P	10JKS22FX029XQ03	SVRD29_level3	MW/m
YC00X29X04B1_P	10JKS22FX029XQ04	SVRD29_level4	MW/m
YC00X29X05B1_P	10JKS22FX029XQ05	SVRD29_level5	MW/m
YC00X29X06B1_P	10JKS22FX029XQ06	SVRD29_level6	MW/m
YC00X29X07B1_P	10JKS22FX029XQ07	SVRD29_level7	MW/m
YC00X30X01B1_P	10JKS22FX030XQ01	SVRD30_level1	MW/m
YC00X30X02B1_P	10JKS22FX030XQ02	SVRD30_level2	MW/m
YC00X30X03B1_P	10JKS22FX030XQ03	SVRD30_level3	MW/m
YC00X30X04B1_P	10JKS22FX030XQ04	SVRD30_level4	MW/m
YC00X30X05B1_P	10JKS22FX030XQ05	SVRD30_level5	MW/m
YC00X30X06B1_P	10JKS22FX030XQ06	SVRD30_level6	MW/m
YC00X30X07B1_P	10JKS22FX030XQ07	SVRD30_level7	MW/m
YC00X31X01B1_P	10JKS22FX031XQ01	SVRD31_level1	MW/m
YC00X31X02B1_P	10JKS22FX031XQ02	SVRD31_level2	MW/m
YC00X31X03B1_P	10JKS22FX031XQ03	SVRD31_level3	MW/m
YC00X31X04B1_P	10JKS22FX031XQ04	SVRD31_level4	MW/m
YC00X31X05B1_P	10JKS22FX031XQ05	SVRD31_level5	MW/m
YC00X31X06B1_P	10JKS22FX031XQ06	SVRD31_level6	MW/m
YC00X31X07B1_P	10JKS22FX031XQ07	SVRD31_level7	MW/m
YC00X32X01B1_P	10JKS22FX032XQ01	SVRD32_level1	MW/m
YC00X32X02B1_P	10JKS22FX032XQ02	SVRD32_level2	MW/m
YC00X32X03B1_P	10JKS22FX032XQ03	SVRD32_level3	MW/m
YC00X32X04B1_P	10JKS22FX032XQ04	SVRD32_level4	MW/m
YC00X32X05B1_P	10JKS22FX032XQ05	SVRD32_level5	MW/m
YC00X32X06B1_P	10JKS22FX032XQ06	SVRD32_level6	MW/m
YC00X32X07B1_P	10JKS22FX032XQ07	SVRD32_level7	MW/m
YC00X33X01B1_P	10JKS22FX033XQ01	SVRD33_level1	MW/m
YC00X33X02B1_P	10JKS22FX033XQ02	SVRD33_level2	MW/m
YC00X33X03B1_P	10JKS22FX033XQ03	SVRD33_level3	MW/m
YC00X33X04B1_P	10JKS22FX033XQ04	SVRD33_level4	MW/m
YC00X33X05B1_P	10JKS22FX033XQ05	SVRD33_level5	MW/m
YC00X33X06B1_P	10JKS22FX033XQ06	SVRD33_level6	MW/m
YC00X33X07B1_P	10JKS22FX033XQ07	SVRD33_level7	MW/m
YC00X34X01B1_P	10JKS22FX034XQ01	SVRD34_level1	MW/m
YC00X34X02B1_P	10JKS22FX034XQ02	SVRD34_level2	MW/m
YC00X34X03B1_P	10JKS22FX034XQ03	SVRD34_level3	MW/m
YC00X34X04B1_P	10JKS22FX034XQ04	SVRD34_level4	MW/m
YC00X34X05B1_P	10JKS22FX034XQ05	SVRD34_level5	MW/m
YC00X34X06B1_P	10JKS22FX034XQ06	SVRD34_level6	MW/m
YC00X34X07B1_P	10JKS22FX034XQ07	SVRD34_level7	MW/m
YC00X35X01B1_P	10JKS22FX035XQ01	SVRD35_level1	MW/m
YC00X35X02B1_P	10JKS22FX035XQ02	SVRD35_level2	MW/m
YC00X35X03B1_P	10JKS22FX035XQ03	SVRD35_level3	MW/m
YC00X35X04B1_P	10JKS22FX035XQ04	SVRD35_level4	MW/m
YC00X35X05B1_P	10JKS22FX035XQ05	SVRD35_level5	MW/m
YC00X35X06B1_P	10JKS22FX035XQ06	SVRD35_level6	MW/m
YC00X35X07B1_P	10JKS22FX035XQ07	SVRD35_level7	MW/m
YC00X36X01B1_P	10JKS22FX036XQ01	SVRD36_level1	MW/m
YC00X36X02B1_P	10JKS22FX036XQ02	SVRD36_level2	MW/m
YC00X36X03B1_P	10JKS22FX036XQ03	SVRD36_level3	MW/m
YC00X36X04B1_P	10JKS22FX036XQ04	SVRD36_level4	MW/m
YC00X36X05B1_P	10JKS22FX036XQ05	SVRD36_level5	MW/m
YC00X36X06B1_P	10JKS22FX036XQ06	SVRD36_level6	MW/m
YC00X36X07B1_P	10JKS22FX036XQ07	SVRD36_level7	MW/m
YC00X37X01B1_P	10JKS22FX037XQ01	SVRD37_level1	MW/m
YC00X37X02B1_P	10JKS22FX037XQ02	SVRD37_level2	MW/m
YC00X37X03B1_P	10JKS22FX037XQ03	SVRD37_level3	MW/m
YC00X37X04B1_P	10JKS22FX037XQ04	SVRD37_level4	MW/m
YC00X37X05B1_P	10JKS22FX037XQ05	SVRD37_level5	MW/m
YC00X37X06B1_P	10JKS22FX037XQ06	SVRD37_level6	MW/m
YC00X37X07B1_P	10JKS22FX037XQ07	SVRD37_level7	MW/m
YC00X38X01B1_P	10JKS22FX038XQ01	SVRD38_level1	MW/m
YC00X38X02B1_P	10JKS22FX038XQ02	SVRD38_level2	MW/m
YC00X38X03B1_P	10JKS22FX038XQ03	SVRD38_level3	MW/m
YC00X38X04B1_P	10JKS22FX038XQ04	SVRD38_level4	MW/m
YC00X38X05B1_P	10JKS22FX038XQ05	SVRD38_level5	MW/m
YC00X38X06B1_P	10JKS22FX038XQ06	SVRD38_level6	MW/m
YC00X38X07B1_P	10JKS22FX038XQ07	SVRD38_level7	MW/m
YC00X39X01B1_P	10JKS22FX039XQ01	SVRD39_level1	MW/m
YC00X39X02B1_P	10JKS22FX039XQ02	SVRD39_level2	MW/m
YC00X39X03B1_P	10JKS22FX039XQ03	SVRD39_level3	MW/m
YC00X39X04B1_P	10JKS22FX039XQ04	SVRD39_level4	MW/m
YC00X39X05B1_P	10JKS22FX039XQ05	SVRD39_level5	MW/m
YC00X39X06B1_P	10JKS22FX039XQ06	SVRD39_level6	MW/m
YC00X39X07B1_P	10JKS22FX039XQ07	SVRD39_level7	MW/m
YC00X40X01B1_P	10JKS22FX040XQ01	SVRD40_level1	MW/m
YC00X40X02B1_P	10JKS22FX040XQ02	SVRD40_level2	MW/m
YC00X40X03B1_P	10JKS22FX040XQ03	SVRD40_level3	MW/m
YC00X40X04B1_P	10JKS22FX040XQ04	SVRD40_level4	MW/m
YC00X40X05B1_P	10JKS22FX040XQ05	SVRD40_level5	MW/m
YC00X40X06B1_P	10JKS22FX040XQ06	SVRD40_level6	MW/m
YC00X40X07B1_P	10JKS22FX040XQ07	SVRD40_level7	MW/m
YC00X41X01B1_P	10JKS22FX041XQ01	SVRD41_level1	MW/m
YC00X41X02B1_P	10JKS22FX041XQ02	SVRD41_level2	MW/m
YC00X41X03B1_P	10JKS22FX041XQ03	SVRD41_level3	MW/m
YC00X41X04B1_P	10JKS22FX041XQ04	SVRD41_level4	MW/m
YC00X41X05B1_P	10JKS22FX041XQ05	SVRD41_level5	MW/m
YC00X41X06B1_P	10JKS22FX041XQ06	SVRD41_level6	MW/m
YC00X41X07B1_P	10JKS22FX041XQ07	SVRD41_level7	MW/m
YC00X42X01B1_P	10JKS22FX042XQ01	SVRD42_level1	MW/m
YC00X42X02B1_P	10JKS22FX042XQ02	SVRD42_level2	MW/m
YC00X42X03B1_P	10JKS22FX042XQ03	SVRD42_level3	MW/m
YC00X42X04B1_P	10JKS22FX042XQ04	SVRD42_level4	MW/m
YC00X42X05B1_P	10JKS22FX042XQ05	SVRD42_level5	MW/m
YC00X42X06B1_P	10JKS22FX042XQ06	SVRD42_level6	MW/m
YC00X42X07B1_P	10JKS22FX042XQ07	SVRD42_level7	MW/m
YC00X43X01B1_P	10JKS22FX043XQ01	SVRD43_level1	MW/m
YC00X43X02B1_P	10JKS22FX043XQ02	SVRD43_level2	MW/m
YC00X43X03B1_P	10JKS22FX043XQ03	SVRD43_level3	MW/m
YC00X43X04B1_P	10JKS22FX043XQ04	SVRD43_level4	MW/m
YC00X43X05B1_P	10JKS22FX043XQ05	SVRD43_level5	MW/m
YC00X43X06B1_P	10JKS22FX043XQ06	SVRD43_level6	MW/m
YC00X43X07B1_P	10JKS22FX043XQ07	SVRD43_level7	MW/m
YC00X44X01B1_P	10JKS22FX044XQ01	SVRD44_level1	MW/m
YC00X44X02B1_P	10JKS22FX044XQ02	SVRD44_level2	MW/m
YC00X44X03B1_P	10JKS22FX044XQ03	SVRD44_level3	MW/m
YC00X44X04B1_P	10JKS22FX044XQ04	SVRD44_level4	MW/m
YC00X44X05B1_P	10JKS22FX044XQ05	SVRD44_level5	MW/m
YC00X44X06B1_P	10JKS22FX044XQ06	SVRD44_level6	MW/m
YC00X44X07B1_P	10JKS22FX044XQ07	SVRD44_level7	MW/m
YC00X45X01B1_P	10JKS22FX045XQ01	SVRD45_level1	MW/m
YC00X45X02B1_P	10JKS22FX045XQ02	SVRD45_level2	MW/m
YC00X45X03B1_P	10JKS22FX045XQ03	SVRD45_level3	MW/m
YC00X45X04B1_P	10JKS22FX045XQ04	SVRD45_level4	MW/m
YC00X45X05B1_P	10JKS22FX045XQ05	SVRD45_level5	MW/m
YC00X45X06B1_P	10JKS22FX045XQ06	SVRD45_level6	MW/m
YC00X45X07B1_P	10JKS22FX045XQ07	SVRD45_level7	MW/m
YC00X46X01B1_P	10JKS22FX046XQ01	SVRD46_level1	MW/m
YC00X46X02B1_P	10JKS22FX046XQ02	SVRD46_level2	MW/m
YC00X46X03B1_P	10JKS22FX046XQ03	SVRD46_level3	MW/m
YC00X46X04B1_P	10JKS22FX046XQ04	SVRD46_level4	MW/m
YC00X46X05B1_P	10JKS22FX046XQ05	SVRD46_level5	MW/m
YC00X46X06B1_P	10JKS22FX046XQ06	SVRD46_level6	MW/m
YC00X46X07B1_P	10JKS22FX046XQ07	SVRD46_level7	MW/m
YC00X47X01B1_P	10JKS22FX047XQ01	SVRD47_level1	MW/m
YC00X47X02B1_P	10JKS22FX047XQ02	SVRD47_level2	MW/m
YC00X47X03B1_P	10JKS22FX047XQ03	SVRD47_level3	MW/m
YC00X47X04B1_P	10JKS22FX047XQ04	SVRD47_level4	MW/m
YC00X47X05B1_P	10JKS22FX047XQ05	SVRD47_level5	MW/m
YC00X47X06B1_P	10JKS22FX047XQ06	SVRD47_level6	MW/m
YC00X47X07B1_P	10JKS22FX047XQ07	SVRD47_level7	MW/m
YC00X48X01B1_P	10JKS22FX048XQ01	SVRD48_level1	MW/m
YC00X48X02B1_P	10JKS22FX048XQ02	SVRD48_level2	MW/m
YC00X48X03B1_P	10JKS22FX048XQ03	SVRD48_level3	MW/m
YC00X48X04B1_P	10JKS22FX048XQ04	SVRD48_level4	MW/m
YC00X48X05B1_P	10JKS22FX048XQ05	SVRD48_level5	MW/m
YC00X48X06B1_P	10JKS22FX048XQ06	SVRD48_level6	MW/m
YC00X48X07B1_P	10JKS22FX048XQ07	SVRD48_level7	MW/m
YC00X49X01B1_P	10JKS22FX049XQ01	SVRD49_level1	MW/m
YC00X49X02B1_P	10JKS22FX049XQ02	SVRD49_level2	MW/m
YC00X49X03B1_P	10JKS22FX049XQ03	SVRD49_level3	MW/m
YC00X49X04B1_P	10JKS22FX049XQ04	SVRD49_level4	MW/m
YC00X49X05B1_P	10JKS22FX049XQ05	SVRD49_level5	MW/m
YC00X49X06B1_P	10JKS22FX049XQ06	SVRD49_level6	MW/m
YC00X49X07B1_P	10JKS22FX049XQ07	SVRD49_level7	MW/m
YC00X50X01B1_P	10JKS22FX050XQ01	SVRD50_level1	MW/m
YC00X50X02B1_P	10JKS22FX050XQ02	SVRD50_level2	MW/m
YC00X50X03B1_P	10JKS22FX050XQ03	SVRD50_level3	MW/m
YC00X50X04B1_P	10JKS22FX050XQ04	SVRD50_level4	MW/m
YC00X50X05B1_P	10JKS22FX050XQ05	SVRD50_level5	MW/m
YC00X50X06B1_P	10JKS22FX050XQ06	SVRD50_level6	MW/m
YC00X50X07B1_P	10JKS22FX050XQ07	SVRD50_level7	MW/m
YC00X51X01B1_P	10JKS22FX051XQ01	SVRD51_level1	MW/m
YC00X51X02B1_P	10JKS22FX051XQ02	SVRD51_level2	MW/m
YC00X51X03B1_P	10JKS22FX051XQ03	SVRD51_level3	MW/m
YC00X51X04B1_P	10JKS22FX051XQ04	SVRD51_level4	MW/m
YC00X51X05B1_P	10JKS22FX051XQ05	SVRD51_level5	MW/m
YC00X51X06B1_P	10JKS22FX051XQ06	SVRD51_level6	MW/m
YC00X51X07B1_P	10JKS22FX051XQ07	SVRD51_level7	MW/m
YC00X52X01B1_P	10JKS22FX052XQ01	SVRD52_level1	MW/m
YC00X52X02B1_P	10JKS22FX052XQ02	SVRD52_level2	MW/m
YC00X52X03B1_P	10JKS22FX052XQ03	SVRD52_level3	MW/m
YC00X52X04B1_P	10JKS22FX052XQ04	SVRD52_level4	MW/m
YC00X52X05B1_P	10JKS22FX052XQ05	SVRD52_level5	MW/m
YC00X52X06B1_P	10JKS22FX052XQ06	SVRD52_level6	MW/m
YC00X52X07B1_P	10JKS22FX052XQ07	SVRD52_level7	MW/m
YC00X53X01B1_P	10JKS22FX053XQ01	SVRD53_level1	MW/m
YC00X53X02B1_P	10JKS22FX053XQ02	SVRD53_level2	MW/m
YC00X53X03B1_P	10JKS22FX053XQ03	SVRD53_level3	MW/m
